Date,Value,Rolling_Mean_7,Rolling_Std_7,Rolling_Mean_30,Lag_1,Lag_7,Lag_30,Day_of_Week,Month,Quarter
2020-03-21,126.50153159824526,120.98769342881585,6.501914647582532,117.47232535417747,127.58383225736108,121.20471622175192,120.80517771294235,5,3,1
2020-03-22,118.11293672289608,121.64970677653619,5.808943227079404,117.46262944337954,126.50153159824526,113.47884328885367,118.40381404683366,6,3,1
2020-03-23,114.8903666492576,121.86272112142838,5.47363700753743,117.55318991373251,118.11293672289608,113.39926623501239,112.17355253866859,0,3,1
2020-03-24,111.8875833056873,121.3401999088876,6.2908096544748995,117.47841412656358,114.8903666492576,115.5452317934726,114.1308569207552,1,3,1
2020-03-25,118.73158804467533,120.33623277350692,6.023093948601811,117.84216052869725,111.8875833056873,125.75935799234016,107.81919598066503,2,3,1
2020-03-26,120.9015421939662,119.8013401102984,5.736004375829544,118.19527379007788,118.73158804467533,124.6457908364258,110.30814435254767,3,3,1
2020-03-27,122.90886851318685,119.13348814684494,4.8883849111484095,118.33126214352926,120.9015421939662,127.58383225736108,118.82921790964568,4,3,1
2020-03-28,127.09015164032542,119.21757672428498,5.038994206221961,118.70965048869486,122.90886851318685,126.50153159824526,115.73850128535746,5,3,1
2020-03-29,117.55009942901938,119.1371713965883,5.063986761806926,118.59890073741482,127.09015164032542,118.11293672289608,120.87259196741998,6,3,1
2020-03-30,111.9357945469622,118.71508966768896,5.57436362002906,118.4054398610568,117.55009942901938,114.8903666492576,117.73962083770263,0,3,1
2020-03-31,119.71061980712234,119.8326663107511,4.691740488584525,118.53548114462416,111.9357945469622,111.8875833056873,115.80938130010193,1,3,1
2020-04-01,122.41560968847307,120.35895511700792,4.753856972057782,118.8244248402481,119.71061980712234,118.73158804467533,113.74729881975507,2,4,2
2020-04-02,126.53106887708441,121.16317321459624,5.305157191458716,119.27161231970804,122.41560968847307,120.9015421939662,113.11544449328598,3,4,2
2020-04-03,118.49992923482039,120.53332474625817,5.325044752947055,119.37745391851243,126.53106887708441,122.90886851318685,115.32468127068876,4,4,2
2020-04-04,127.69940427702514,120.62036083721527,5.453504984257737,119.57063813286756,118.49992923482039,127.09015164032542,121.90387784637133,5,4,2
2020-04-05,115.87486821286451,120.38104209205028,5.644120548271791,119.24576540244176,127.69940427702514,117.55009942901938,125.62105012563818,6,4,2
2020-04-06,117.21048450479003,121.13456922888284,4.580614730856878,119.18652022066358,115.87486821286451,111.9357945469622,118.98783995813568,0,4,2
2020-04-07,123.44050600111686,121.6674101137392,4.6042455852731745,119.49833949717271,117.21048450479003,119.71061980712234,114.08592770584306,1,4,2
2020-04-08,126.26684906696025,122.21758716780879,4.92731564853939,119.92390935059643,123.44050600111686,122.41560968847307,113.4997534642485,2,4,2
2020-04-09,120.79549923760298,121.39822007645431,4.553154760058612,120.1649064304486,126.26684906696025,126.53106887708441,113.56558684203799,3,4,2
2020-04-10,120.37389314621113,121.66592920665299,4.407092545409925,120.39436953215512,120.79549923760298,118.49992923482039,113.4900000950154,4,4,2
2020-04-11,126.30265221725548,121.46639319811447,4.109997257585675,120.528767952636,120.37389314621113,127.69940427702514,122.27069960282851,5,4,2
2020-04-12,118.10395334502647,121.78483393128046,3.6670488439923856,120.51176129619307,126.30265221725548,115.87486821286451,118.6141530383148,6,4,2
2020-04-13,98.47056766662266,119.1077029543994,9.601602385864668,119.75395634435543,118.10395334502647,117.21048450479003,121.20471622175192,0,4,2
2020-04-14,117.798647394781,118.30172315349428,9.41220688253387,119.89794981455302,98.47056766662266,123.44050600111686,113.47884328885367,1,4,2
2020-04-15,119.34747460945165,117.31324108813591,8.778273540710538,120.09622342703433,117.798647394781,126.26684906696025,113.39926623501239,2,4,2
2020-04-16,125.83689107523644,118.03343992208355,9.302725415107876,120.43927873642643,119.34747460945165,120.79549923760298,115.5452317934726,3,4,2
2020-04-17,124.88269633141628,118.67755466282713,9.641702878339816,120.41005668106231,125.83689107523644,120.37389314621113,125.75935799234016,4,4,2
2020-04-18,124.12276583108401,118.3661423219455,9.386195313642837,120.39262251421759,124.88269633141628,126.30265221725548,124.6457908364258,5,4,2
2020-04-19,114.90798148787069,117.90957491378039,9.478351926912415,119.97009415523459,124.12276583108401,118.10395334502647,127.58383225736108,6,4,2
2020-04-20,119.130324775088,120.8609687864183,4.1165332994147645,119.72438726112934,114.90798148787069,98.47056766662266,126.50153159824526,0,4,2
2020-04-21,117.88165968920597,120.87282768562186,4.106348020398095,119.716678026673,119.130324775088,117.798647394781,118.11293672289608,1,4,2
2020-04-22,121.59902118517637,121.19447719643969,4.054812172487398,119.94029984453695,117.88165968920597,119.34747460945165,114.8903666492576,2,4,2
2020-04-23,120.17429817748706,120.38553535390405,3.5013583269293327,120.21652367359697,121.59902118517637,125.83689107523644,111.8875833056873,3,4,2
2020-04-24,129.5455754257695,121.05166093881166,4.728158115619412,120.57698991963343,120.17429817748706,124.88269633141628,118.73158804467533,4,4,2
2020-04-25,121.65009212175552,120.69842183747902,4.549466352958239,120.60194158389307,129.5455754257695,124.12276583108401,120.9015421939662,5,4,2
2020-04-26,119.4822574216917,121.35188982802488,3.8545768925043995,120.48772121417657,121.65009212175552,114.90798148787069,122.90886851318685,6,4,2
2020-04-27,113.56607994168706,120.5569977089676,4.837476753717847,120.03691882422194,119.4822574216917,119.130324775088,127.09015164032542,0,4,2
2020-04-28,116.2203536560645,120.31966827566167,5.027621362015509,119.99259396512346,113.56607994168706,117.88165968920597,117.55009942901938,1,4,2
2020-04-29,120.17189777379753,120.11579350260754,4.995931630691961,120.2671307393513,116.2203536560645,121.59902118517637,111.9357945469622,2,4,2
2020-04-30,114.65960746278205,119.32798054336399,5.403363083059635,120.09876366120663,120.17189777379753,120.17429817748706,119.71061980712234,3,4,2
2020-05-01,125.75804478694803,118.78690473781805,4.283206264946454,120.21017816448912,114.65960746278205,129.5455754257695,122.41560968847307,4,5,2
2020-05-02,127.12344956251009,119.56881294364014,5.277240597930832,120.22992418733665,125.75804478694803,121.65009212175552,126.53106887708441,5,5,2
2020-05-03,118.42603971023354,119.41792469914613,5.295197162508394,120.22746120318375,127.12344956251009,119.4822574216917,118.49992923482039,6,5,2
2020-05-04,111.14266901379767,119.07172313801907,5.79700294527303,119.67557002774284,118.42603971023354,113.56607994168706,127.69940427702514,0,5,2
2020-05-05,116.84172099663887,119.16048990095827,5.750636250965982,119.70779845386865,111.14266901379767,116.2203536560645,115.87486821286451,1,5,2
2020-05-06,121.88628164921374,119.40540188316058,5.836751741650729,119.86365835868278,116.84172099663887,120.17189777379753,117.21048450479003,2,5,2
2020-05-07,124.0575716882851,120.74796820108959,5.640755776060066,119.88422721492171,121.88628164921374,114.65960746278205,123.44050600111686,3,5,2
2020-05-08,123.16281940615423,120.37722171811903,5.3334982674744875,119.78075955956152,124.0575716882851,125.75804478694803,126.26684906696025,4,5,2
2020-05-09,119.84949490992396,119.33808533917816,4.432559403104543,119.74922608197221,123.16281940615423,127.12344956251009,120.79549923760298,5,5,2
2020-05-10,115.39060052961084,118.90445117051776,4.678319429723715,119.58311632808554,119.84949490992396,118.42603971023354,120.37389314621113,6,5,2
2020-05-11,115.40657273422927,119.51358027343656,3.667711811145497,119.21991367865134,115.39060052961084,111.14266901379767,126.30265221725548,0,5,2
2020-05-12,109.94284145899277,118.52802605377283,5.137665637195393,118.94787661578354,115.40657273422927,116.84172099663887,118.10395334502647,1,5,2
2020-05-13,116.83984548332751,117.80710660150338,4.938077361943041,119.56018587634036,109.94284145899277,121.88628164921374,98.47056766662266,2,5,2
2020-05-14,126.53020048767772,118.1603392871309,5.5145004009092755,119.85123764610358,116.83984548332751,124.0575716882851,117.798647394781,3,5,2
2020-05-15,127.48689281441803,118.77806405974002,6.347532251763074,120.12255158626913,126.53020048767772,123.16281940615423,119.34747460945165,4,5,2
2020-05-16,115.31685559150911,118.13054415710931,6.450374923815699,119.77188373681156,127.48689281441803,119.84949490992396,125.83689107523644,5,5,2
2020-05-17,111.8872388042856,117.63006391063429,6.82351604445597,119.33870181924053,115.31685559150911,115.39060052961084,124.88269633141628,6,5,2
2020-05-18,111.63028023214022,117.090593553193,7.169129660855595,118.92228563260907,111.8872388042856,115.40657273422927,124.12276583108401,0,5,2
2020-05-19,115.9481933753598,117.94850096981686,6.499246145805914,118.95695936219204,111.63028023214022,109.94284145899277,114.90798148787069,1,5,2
2020-05-20,111.55693278095985,117.1937991551929,6.941147910645469,118.70451296238777,115.9481933753598,116.83984548332751,119.130324775088,2,5,2
2020-05-21,120.64089015055674,116.35246910703277,5.899666638100305,118.79648731109947,111.55693278095985,126.53020048767772,117.88165968920597,3,5,2
2020-05-22,120.20214989723756,115.31179154743555,3.9179072018495518,118.74992493483484,120.64089015055674,127.48689281441803,121.59902118517637,4,5,2
2020-05-23,122.748394083209,116.37343990339268,4.8220557867368035,118.83572813169222,120.20214989723756,115.31685559150911,120.17429817748706,5,5,2
2020-05-24,109.24917407893905,115.99657351405746,5.3095558095818465,118.15918142013122,122.748394083209,111.8872388042856,129.5455754257695,6,5,2
2020-05-25,111.69780029161385,116.00621923683941,5.300355024035227,117.8274383591265,109.24917407893905,111.63028023214022,121.65009212175552,0,5,2
2020-05-26,111.04765558409846,115.30614240951637,5.623104329957096,117.54628496454005,111.69780029161385,115.9481933753598,119.4822574216917,1,5,2
2020-05-27,120.38724618951153,116.56761575359518,5.632312308353226,117.77365717280087,111.04765558409846,111.55693278095985,113.56607994168706,2,5,2
2020-05-28,121.51761974482541,116.6928628384907,5.746576067643705,117.9502327090929,120.38724618951153,120.64089015055674,116.2203536560645,3,5,2
2020-05-29,118.76786167616484,116.4879645211946,5.62487718799172,117.90343150583848,121.51761974482541,120.20214989723756,120.17189777379753,4,5,2
2020-05-30,120.21298510828672,116.12576323906283,5.221748301922914,118.08854409402197,118.76786167616484,122.748394083209,114.65960746278205,5,5,2
2020-05-31,111.97787739828432,116.5155779989693,4.698469992340081,117.62920518106651,120.21298510828672,109.24917407893905,125.75804478694803,6,5,2
2020-06-01,113.2652103694997,116.73949372438156,4.461999954021467,117.16726387463284,111.97787739828432,111.69780029161385,127.12344956251009,0,6,2
2020-06-02,110.34731879663775,116.63944561188717,4.616085517985357,116.89797317751298,113.2652103694997,111.04765558409846,118.42603971023354,1,6,2
2020-06-03,117.95538787560051,116.29203728132846,4.372076548790808,117.12506380623972,110.34731879663775,120.38724618951153,111.14266901379767,2,6,2
2020-06-04,119.83037391883566,116.05100216332993,4.0721973730750936,117.22468557031296,117.95538787560051,121.51761974482541,116.84172099663887,3,6,2
2020-06-05,129.08863508248947,117.52539836423345,6.414545789236601,117.46476401808881,119.83037391883566,118.76786167616484,121.88628164921374,4,6,2
2020-06-06,116.26084192718871,116.96080648121945,6.311669332915309,117.20487302605228,129.08863508248947,120.21298510828672,124.0575716882851,5,6,2
2020-06-07,113.04497449958204,117.11324892426197,6.182832489807964,116.86761152916652,116.26084192718871,111.97787739828432,123.16281940615423,6,6,2
2020-06-08,107.56676304541682,116.29918502082157,7.083473691464405,116.45818713368297,113.04497449958204,113.2652103694997,119.84949490992396,0,6,2
2020-06-09,109.79069126579235,116.21966680212937,7.164090016707828,116.27152349155567,107.56676304541682,110.34731879663775,115.39060052961084,1,6,2
2020-06-10,105.39671878479521,114.4255712177286,8.160240376200303,115.93786169324122,109.79069126579235,117.95538787560051,115.40657273422927,2,6,2
2020-06-11,118.61695177972734,114.25222519785599,8.03826862435339,116.22699870393237,105.39671878479521,119.83037391883566,109.94284145899277,3,6,2
2020-06-12,122.02158061678269,113.2426459884693,6.066185635198881,116.39972320838088,118.61695177972734,129.08863508248947,116.83984548332751,4,6,2
2020-06-13,116.28343302032016,113.2458732874881,6.068064698409711,116.05816429280227,122.02158061678269,116.26084192718871,126.53020048767772,5,6,2
2020-06-14,106.61752919093594,112.32766681482437,6.569136401368924,115.36251883868621,116.28343302032016,113.04497449958204,127.48689281441803,6,6,2
2020-06-15,105.25161392119266,111.99693122564949,6.898791391746677,115.027010783009,106.61752919093594,107.56676304541682,115.31685559150911,0,6,2
2020-06-16,101.13371162325187,110.7602198481437,8.041515157312375,114.66855987697454,105.25161392119266,109.79069126579235,111.8872388042856,1,6,2
2020-06-17,115.07086914890274,112.14224132873049,7.79359209307748,114.78324617419997,101.13371162325187,105.39671878479521,111.63028023214022,2,6,2
2020-06-18,112.82326139434743,111.31457127367621,7.28225142778625,114.67908177483288,115.07086914890274,118.61695177972734,115.9481933753598,3,6,2
2020-06-19,116.52067351597337,110.52872740213203,6.141765659479183,114.84453979933332,112.82326139434743,122.02158061678269,111.55693278095985,4,6,2
2020-06-20,113.23792512180869,110.09365484520181,5.76231740302871,114.59777429837507,116.52067351597337,116.28343302032016,120.64089015055674,5,6,2
2020-06-21,113.62015922525767,111.09403056439064,5.665293955906656,114.37837460930906,113.23792512180869,106.61752919093594,120.20214989723756,6,6,2
2020-06-22,106.50347209284608,111.27286744605541,5.466395065568694,113.8368772096303,113.62015922525767,105.25161392119266,122.748394083209,0,6,2
2020-06-23,109.43492835003578,112.45875554988167,3.4161400057972875,113.84306901866687,106.50347209284608,101.13371162325187,109.24917407893905,1,6,2
2020-06-24,112.35128143029424,112.0702430186519,3.2184855278786157,113.86485172328955,109.43492835003578,115.07086914890274,111.69780029161385,2,6,2
2020-06-25,118.49318439101347,112.88023201817562,4.046530581914113,114.11303601685337,112.35128143029424,112.82326139434743,111.04765558409846,3,6,2
2020-06-26,114.45645900561826,112.58534423098202,3.8050279033142496,113.9153431107236,118.49318439101347,116.52067351597337,120.38724618951153,4,6,2
2020-06-27,117.87042418595561,113.24712981157445,4.30716285774118,113.79376992542794,114.45645900561826,113.23792512180869,121.51761974482541,5,6,2
2020-06-28,101.75837052552914,111.55258856875608,6.0972953036922375,113.2267868870734,117.87042418595561,113.62015922525767,118.76786167616484,6,6,2
2020-06-29,107.37489619970417,111.67707772687866,5.984885317924684,112.79885059012067,101.75837052552914,106.50347209284608,120.21298510828672,0,6,2
2020-06-30,102.96023823527057,110.75212199619793,6.829841003281246,112.4982626180202,107.37489619970417,109.43492835003578,111.97787739828432,1,6,2
2020-07-01,107.78302095811287,110.09951335731488,6.869708055544718,112.31552297097397,102.96023823527057,112.35128143029424,113.2652103694997,2,7,3
2020-07-02,114.67063725007168,109.55343519432317,6.211701099682797,112.45963358608843,107.78302095811287,118.49318439101347,110.34731879663775,3,7,3
2020-07-03,115.40407880177389,109.68880945091685,6.345253975907796,112.37458995029422,114.67063725007168,114.45645900561826,117.95538787560051,4,7,3
2020-07-04,112.62603686350863,108.93961126199585,5.467066364900255,112.13444538178331,115.40407880177389,117.87042418595561,119.83037391883566,5,7,3
2020-07-05,102.10172393216487,108.98866174865809,5.392935669281058,111.2348816767725,112.62603686350863,101.75837052552914,129.08863508248947,6,7,3
2020-07-06,107.69460748670721,109.03433478965853,5.3783247980076885,110.94934052875645,102.10172393216487,107.37489619970417,116.26084192718871,0,7,3
2020-07-07,101.40393122754594,108.81200521712643,5.694158736431915,110.56130575302191,107.69460748670721,102.96023823527057,113.04497449958204,1,7,3
2020-07-08,105.50645219959074,108.48678110876615,5.826207162410406,110.49262872482771,101.40393122754594,107.78302095811287,107.56676304541682,2,7,3
2020-07-09,113.42493037426043,108.30882298365024,5.621264643117985,110.61377002844331,105.50645219959074,114.67063725007168,109.79069126579235,3,7,3
2020-07-10,111.41088968544823,107.73836739560372,4.942906074703798,110.81424239179842,113.42493037426043,115.40407880177389,105.39671878479521,4,7,3
2020-07-11,110.28558304835039,107.40401685058112,4.626200484297233,110.53653010075251,111.41088968544823,112.62603686350863,118.61695177972734,5,7,3
2020-07-12,98.3478419767084,106.86774799980162,5.481746812782915,109.74740547941671,110.28558304835039,102.10172393216487,122.02158061678269,6,7,3
2020-07-13,102.76186548693369,106.16307057126254,5.671505845997102,109.29668656163716,98.3478419767084,107.69460748670721,116.28343302032016,0,7,3
2020-07-14,103.32520189246371,106.43753780910792,5.444762573025545,109.18694231835475,102.76186548693369,101.40393122754594,106.61752919093594,1,7,3
2020-07-15,104.84955781838433,106.34369575464989,5.46909121914712,109.17354044826114,103.32520189246371,105.50645219959074,105.25161392119266,2,7,3
2020-07-16,103.86534501958684,104.97804070398222,4.516801877180938,109.26459489480564,104.84955781838433,113.42493037426043,101.13371162325187,3,7,3
2020-07-17,110.21499879879697,104.80719914874634,4.247526170132469,109.10273254980211,103.86534501958684,111.41088968544823,115.07086914890274,4,7,3
2020-07-18,107.83761002521027,104.45748871686918,3.7983217702332106,108.93654417083086,110.21499879879697,110.28558304835039,112.82326139434743,5,7,3
2020-07-19,102.31197000661874,105.02379272114207,2.932406727446865,108.46292072051907,107.83761002521027,98.3478419767084,116.52067351597337,6,7,3
2020-07-20,95.00398252214084,103.91552372617168,4.800633912059964,107.85512263386345,102.31197000661874,102.76186548693369,113.23792512180869,0,7,3
2020-07-21,106.06763970277919,104.30730055621675,4.856013719489415,107.60337198311417,95.00398252214084,103.32520189246371,113.62015922525767,1,7,3
2020-07-22,103.08291230622108,104.0549226259077,4.86902517234578,107.48935332356001,106.06763970277919,104.84955781838433,106.50347209284608,2,7,3
2020-07-23,108.05046622724507,104.6527970841446,5.093634732034124,107.44320458613365,103.08291230622108,103.86534501958684,109.43492835003578,3,7,3
2020-07-24,102.26416091693994,103.51696310102216,4.498283962886895,107.1069672356885,108.05046622724507,110.21499879879697,112.35128143029424,4,7,3
2020-07-25,111.38361719326713,104.0235355536017,5.209403338837429,106.8699816624303,102.26416091693994,107.83761002521027,118.49318439101347,5,7,3
2020-07-26,100.67398922889639,103.78953829964136,5.334385622791132,106.41056600320623,111.38361719326713,102.31197000661874,114.45645900561826,6,7,3
2020-07-27,99.47903902057331,104.42883208513172,4.267465245747005,105.79751983102683,100.67398922889639,95.00398252214084,117.87042418595561,0,7,3
2020-07-28,103.32845407692206,104.03751985286642,4.217440421499759,105.84985594940659,99.47903902057331,106.06763970277919,101.75837052552914,1,7,3
2020-07-29,101.66554109538,103.8350382513177,4.304045351342832,105.65954411259578,103.32845407692206,103.08291230622108,107.37489619970417,2,7,3
2020-07-30,110.3144145093853,104.15845943448059,4.736896191245987,105.90468332173295,101.66554109538,108.05046622724507,102.96023823527057,3,7,3
2020-07-31,102.02933536850107,104.12491292756076,4.753350362248634,105.71289380207921,110.3144145093853,102.26416091693994,107.78302095811287,4,7,3
2020-08-01,106.98634962797382,103.49673184680456,3.8362913966416965,105.45675088134261,102.02933536850107,111.38361719326713,114.67063725007168,5,8,3
2020-08-02,105.53879278433162,104.19170378329532,3.67704648501423,105.12790801409454,106.98634962797382,100.67398922889639,115.40407880177389,6,8,3
2020-08-03,96.20538997209786,103.72403963351312,4.4937930516048885,104.58055311771416,105.53879278433162,99.47903902057331,112.62603686350863,0,8,3
2020-08-04,102.10090885330354,103.54867603013903,4.53556050904546,104.58052594841881,96.20538997209786,103.32845407692206,102.10172393216487,1,8,3
2020-08-05,107.98974139508944,104.45213321581181,4.723894491062105,104.59036374536487,102.10090885330354,101.66554109538,107.69460748670721,2,8,3
2020-08-06,105.46963182863745,103.76002140427639,4.025065322877269,104.72588709873459,107.98974139508944,110.3144145093853,101.40393122754594,3,8,3
2020-08-07,106.02661860624927,104.33106186681187,4.022157036822587,104.74322597895654,105.46963182863745,102.02933536850107,105.50645219959074,4,8,3
2020-08-08,101.48126508529617,103.54462121785791,3.9540664661889564,104.34510380265773,106.02661860624927,106.98634962797382,113.42493037426043,5,8,3
2020-08-09,98.15294344436049,102.48949988357631,4.303261388771345,103.90317226128813,101.48126508529617,105.53879278433162,111.41088968544823,6,8,3
2020-08-10,94.37838032064805,102.22849850479777,4.777232857122899,103.37293217036473,98.15294344436049,96.20538997209786,110.28558304835039,0,8,3
2020-08-11,94.94293766931293,101.20593119279911,5.517779336569704,103.25943536011822,94.37838032064805,102.10090885330354,98.3478419767084,1,8,3
2020-08-12,104.99910405523008,100.77869728710492,4.996093651958087,103.33400997906143,94.94293766931293,107.98974139508944,102.76186548693369,2,8,3
2020-08-13,102.79804649856068,100.39704223995109,4.669385952038265,103.316438132598,104.99910405523008,105.46963182863745,103.32520189246371,3,8,3
2020-08-14,106.76789806027448,100.50293930481182,4.824178090885814,103.38038280732766,102.79804649856068,106.02661860624927,104.84955781838433,4,8,3
2020-08-15,103.26385045809552,100.75759435806889,4.930309831474699,103.3603329886113,106.76789806027448,101.48126508529617,103.86534501958684,5,8,3
2020-08-16,103.16970387994043,101.4742744202946,4.8526004023288785,103.12548982464939,103.26385045809552,98.15294344436049,110.21499879879697,6,8,3
2020-08-17,94.32896150368589,101.46721458929999,4.864665433895998,102.67520154059861,103.16970387994043,94.37838032064805,107.83761002521027,0,8,3
