step,op_type,depth,scale,delta_noise,noise_ratio,since_last_reset,noise,next_noise
41,1,1,2.199023255552,0.017411620272689783,1.545541726113981,5,0.04932782290070277,0.09089778571879557
42,1,2,3.298534883328,0.041569962818092804,1.8427285125024353,6,0.09089778571879557,0.12001014300276591
43,0,3,4.398046511104,0.02911235728397034,1.3202757586860618,7,0.12001014300276591,0.15742857865228255
44,0,3,4.398046511104,0.037418435649516635,1.311793942689113,8,0.15742857865228255,0.22103185525775595
45,0,3,4.398046511104,0.06360327660547341,1.4040135352168552,9,0.22103185525775595,0.34675796212627014
46,1,3,4.398046511104,0.12572610686851418,1.5688144214411939,10,0.34675796212627014,0.568456260547174
47,1,4,5.49755813888,0.22169829842090388,1.639345949149896,11,0.568456260547174,0.8691908995516187
48,0,5,6.597069766656,0.30073463900444464,1.5290374297487181,12,0.8691908995516187,1.0
49,0,5,6.597069766656,0.13080910044838134,1.1504952485303983,13,1.0,0.01798604607740632
50,1,0,1.099511627776,0.00798604607740632,1.798604607740632,0,0.01798604607740632,0.027200192250176836
51,1,1,2.199023255552,0.009214146172770516,1.5122941492040947,1,0.027200192250176836,0.03559821245297273
52,0,2,3.298534883328,0.008398020202795897,1.3087485605084759,2,0.03559821245297273,0.05827270835745699
53,1,2,3.298534883328,0.022674495904484254,1.636956025093635,3,0.05827270835745699,0.08861326597632534
54,1,3,4.398046511104,0.03034055761886835,1.5206649643389323,4,0.08861326597632534,0.1269309913507592
55,0,4,5.49755813888,0.038317725374433856,1.4324152253306084,5,0.1269309913507592,0.18564522720021387
56,0,4,5.49755813888,0.05871423584945468,1.4625681657776124,6,0.18564522720021387,0.2706585953401049
57,0,4,5.49755813888,0.08501336813989102,1.457934574575441,7,0.2706585953401049,0.3856226628061789
58,0,4,5.49755813888,0.11496406746607402,1.4247567579430174,8,0.3856226628061789,0.5573980633839138
59,0,4,5.49755813888,0.17177540057773494,1.4454494435771075,9,0.5573980633839138,0.807924399749578
60,0,4,5.49755813888,0.2505263363656641,1.4494567757281773,10,0.807924399749578,1.0
61,0,4,5.49755813888,0.19207560025042203,1.2377395710662498,11,1.0,0.011216281466337748
62,0,0,1.099511627776,0.0012162814663377475,1.1216281466337747,0,0.011216281466337748,0.004317009405674832
63,0,0,1.099511627776,-0.006899272060662915,0.3848877561276454,1,0.004317009405674832,0.005393859670215763
64,0,0,1.099511627776,0.0010768502645409307,1.24944357617692,2,0.005393859670215763,0.0039368886405194
65,0,0,1.099511627776,-0.001456971029696363,0.729883400982495,3,0.0039368886405194,0.006841011832314157
66,0,0,1.099511627776,0.002904123191794757,1.737669631267907,4,0.006841011832314157,0.006441381335465337
67,0,0,1.099511627776,-0.0003996304968488197,0.9415831302964384,5,0.006441381335465337,0.008983685832962166
68,0,0,1.099511627776,0.002542304497496829,1.3946831223140383,6,0.008983685832962166,0.010122781440883225
69,0,0,1.099511627776,0.0011390956079210587,1.126796019929992,7,0.010122781440883225,0.009696993028929322
70,1,0,1.099511627776,-0.00042578841195390314,0.9579376069274541,8,0.009696993028929322,0.017644196087809576
71,1,1,2.199023255552,0.007947203058880255,1.8195533435128943,9,0.017644196087809576,0.029802981876448226
72,0,2,3.298534883328,0.01215878578863865,1.6891096498887352,10,0.029802981876448226,0.045434403839258806
73,0,2,3.298534883328,0.01563142196281058,1.524491878954008,11,0.045434403839258806,0.056184270746765595
74,0,2,3.298534883328,0.010749866907506789,1.23660191394914,12,0.056184270746765595,0.0771442875404833
75,0,2,3.298534883328,0.020960016793717708,1.3730584470552076,13,0.0771442875404833,0.10811885933096155
76,0,2,3.298534883328,0.030974571790478245,1.4015147819496498,14,0.10811885933096155,0.14393896629041003
77,0,2,3.298534883328,0.03582010695944848,1.331303041681192,15,0.14393896629041003,0.18905675607093558
78,0,2,3.298534883328,0.04511778978052555,1.313450839222343,16,0.18905675607093558,0.23793966967014865
79,0,2,3.298534883328,0.04888291359921307,1.2585621091524062,17,0.23793966967014865,0.36022723570935267
80,1,2,3.298534883328,0.12228756603920402,1.5139435816176807,18,0.36022723570935267,0.4930321089563248
81,0,3,4.398046511104,0.13280487324697215,1.3686697175616256,19,0.4930321089563248,0.6741157427559061
82,0,3,4.398046511104,0.1810836337995813,1.3672856808107452,20,0.6741157427559061,1.0
83,1,3,4.398046511104,0.32588425724409387,1.4834247838684504,21,1.0,0.005371619316089812
84,1,0,1.099511627776,-0.0046283806839101885,0.5371619316089812,0,0.005371619316089812,0.007427682185798572
85,0,1,2.199023255552,0.0020560628697087607,1.3827640695888779,1,0.007427682185798572,0.01185343394906733
86,1,1,2.199023255552,0.0044257517632687576,1.5958456019740068,2,0.01185343394906733,0.019210754310265973
87,0,2,3.298534883328,0.007357320361198643,1.6206910497676956,3,0.019210754310265973,0.027408938744052914
88,0,2,3.298534883328,0.008198184433786941,1.4267497413886523,4,0.027408938744052914,0.04262309679841246
89,1,2,3.298534883328,0.015214158054359547,1.5550801582079006,5,0.04262309679841246,0.06398288138538254
90,1,3,4.398046511104,0.021359784586970076,1.501131691298546,6,0.06398288138538254,0.09399425815603854
91,0,4,5.49755813888,0.030011376770656004,1.4690532236254112,7,0.09399425815603854,0.15758075931310256
92,1,4,5.49755813888,0.06358650115706402,1.676493462520923,8,0.15758075931310256,0.23766918657901395
93,0,5,6.597069766656,0.0800884272659114,1.508237348360411,9,0.23766918657901395,0.3731774737512395
94,0,5,6.597069766656,0.13550828717222554,1.5701550509038131,10,0.3731774737512395,0.6520351530237454
95,1,5,6.597069766656,0.2788576792725059,1.7472521759402677,11,0.6520351530237454,1.0
96,0,6,7.696581394432,0.3479648469762546,1.533659642984897,12,1.0,0.01734445850760821
97,1,0,1.099511627776,0.007344458507608209,1.734445850760821,0,0.01734445850760821,0.02676723386731108
98,1,1,2.199023255552,0.00942277535970287,1.5432729626911983,1,0.02676723386731108,0.044877714230215
99,1,2,3.298534883328,0.01811048036290392,1.6765914047256472,2,0.044877714230215,0.05467366242067333
100,0,3,4.398046511104,0.009795948190458328,1.2182809075392473,3,0.05467366242067333,0.07109341409582645
101,0,3,4.398046511104,0.016419751675153124,1.3003228784787693,4,0.07109341409582645,0.11678519838772405
102,1,3,4.398046511104,0.0456917842918976,1.6427006618406295,5,0.11678519838772405,0.1927709779189772
103,1,4,5.49755813888,0.07598577953125316,1.6506456347231795,6,0.1927709779189772,0.3492677903773739
104,1,5,6.597069766656,0.15649681245839667,1.811827662793583,7,0.3492677903773739,0.5631055501824983
105,0,6,7.696581394432,0.21383775980512443,1.6122458631930499,8,0.5631055501824983,0.9022936510580837
106,0,6,7.696581394432,0.3391881008755854,1.6023526153589802,9,0.9022936510580837,1.0
107,0,6,7.696581394432,0.09770634894191632,1.1082866413027954,10,1.0,0.010191721562266694
108,0,0,1.099511627776,0.00019172156226669387,1.0191721562266693,0,0.010191721562266694,0.01509585655452247
109,0,0,1.099511627776,0.004904134992255777,1.481188086065125,1,0.01509585655452247,0.022608275750355157
110,1,0,1.099511627776,0.007512419195832686,1.4976477597478288,2,0.022608275750355157,0.03176003468466984
111,1,1,2.199023255552,0.009151758934314684,1.4047968556014678,3,0.03176003468466984,0.043434780180735565
112,1,2,3.298534883328,0.011674745496065723,1.3675923408767867,4,0.043434780180735565,0.06109196200953497
113,1,3,4.398046511104,0.017657181828799405,1.4065217264903027,5,0.06109196200953497,0.08970901320891361
114,0,4,5.49755813888,0.028617051199378643,1.4684258003518076,6,0.08970901320891361,0.1427693245125082
115,1,4,5.49755813888,0.05306031130359459,1.5914713517138817,7,0.1427693245125082,0.24412833653539007
116,1,5,6.597069766656,0.10135901202288186,1.7099495102955513,8,0.24412833653539007,0.4453027799115327
117,1,6,7.696581394432,0.20117444337614265,1.8240519975319596,9,0.4453027799115327,0.8467686782564647
118,1,7,8.796093022208,0.401465898344932,1.9015571347313176,10,0.8467686782564647,1.0
119,1,8,9.895604649984,0.15323132174353526,1.1809600728962313,11,1.0,0.008613995006762055
120,1,0,1.099511627776,-0.0013860049932379447,0.8613995006762055,0,0.008613995006762055,0.01734074014466514
121,0,1,2.199023255552,0.008726745137903086,2.013089179997495,1,0.01734074014466514,0.026161764811281227
122,1,1,2.199023255552,0.008821024666616085,1.508687898730197,2,0.026161764811281227,0.040552323105367445
123,1,2,3.298534883328,0.014390558294086218,1.55006068580973,3,0.040552323105367445,0.06278010530253338
124,0,3,4.398046511104,0.02222778219716593,1.5481259887235386,4,0.06278010530253338,0.09928582313614064
125,1,3,4.398046511104,0.03650571783360726,1.5814854508078395,5,0.09928582313614064,0.16606565679212262
126,1,4,5.49755813888,0.06677983365598199,1.6726019037422244,6,0.16606565679212262,0.25511140794200354
127,0,5,6.597069766656,0.08904575114988092,1.5362081050951217,7,0.25511140794200354,0.39137607377118105
128,0,5,6.597069766656,0.1362646658291775,1.5341378769708158,8,0.39137607377118105,0.59487937569763
129,0,5,6.597069766656,0.203503301926449,1.5199686837408146,9,0.59487937569763,0.9017604648918259
130,0,5,6.597069766656,0.3068810891941959,1.5158711189714869,10,0.9017604648918259,1.0
131,1,5,6.597069766656,0.09823953510817407,1.1089419407181027,11,1.0,0.008949376159948782
132,0,0,1.099511627776,-0.0010506238400512184,0.8949376159948782,0,0.008949376159948782,0.015565634244470843
133,0,0,1.099511627776,0.006616258084522061,1.7392982445113723,1,0.015565634244470843,0.014026712461489644
134,0,0,1.099511627776,-0.0015389217829811994,0.9011333711937984,2,0.014026712461489644,0.02220645726353875
135,1,0,1.099511627776,0.008179744802049105,1.5831548072655375,3,0.02220645726353875,0.02711773710820326
136,0,1,2.199023255552,0.004911279844664513,1.2211644922185965,4,0.02711773710820326,0.029578962364149308
137,0,1,2.199023255552,0.0024612252559460465,1.0907607167266737,5,0.029578962364149308,0.031903139662403476
138,1,1,2.199023255552,0.002324177298254168,1.0785753492513026,6,0.031903139662403476,0.0488158071138689
139,1,2,3.298534883328,0.016912667451465427,1.5301254870346288,7,0.0488158071138689,0.06295915952214931
140,0,3,4.398046511104,0.014143352408280407,1.2897289473323525,8,0.06295915952214931,0.08573725301668612
141,0,3,4.398046511104,0.022778093494536814,1.361791575164268,9,0.08573725301668612,0.1380672639610265
142,1,3,4.398046511104,0.05233001094434038,1.610353249061478,10,0.1380672639610265,0.20465105923738042
143,0,4,5.49755813888,0.06658379527635391,1.4822562087936293,11,0.20465105923738042,0.2945542215757252
144,0,4,5.49755813888,0.08990316233834478,1.4392997655294988,12,0.2945542215757252,0.42410311926176325
145,0,4,5.49755813888,0.12954889768603806,1.439813413615371,13,0.42410311926176325,0.6980899561053344
146,1,4,5.49755813888,0.27398683684357117,1.6460382496608381,14,0.6980899561053344,1.0
147,1,5,6.597069766656,0.3019100438946656,1.432480142787086,15,1.0,0.006774876658216464
148,1,0,1.099511627776,-0.0032251233417835362,0.6774876658216464,0,0.006774876658216464,0.017422301177482828
149,0,1,2.199023255552,0.010647424519266365,2.571604186528375,1,0.017422301177482828,0.01990976651960398
150,0,1,2.199023255552,0.002487465342121152,1.1427747871409797,2,0.01990976651960398,0.03346883533851322
151,0,1,2.199023255552,0.01355906881890924,1.6810260082938904,3,0.03346883533851322,0.03405281911620785
152,0,1,2.199023255552,0.0005839837776946272,1.0174485837881138,4,0.03405281911620785,0.04070908699377945
153,0,1,2.199023255552,0.006656267877571606,1.1954689229944981,5,0.04070908699377945,0.057010116172118215
154,0,1,2.199023255552,0.016301029178338762,1.4004272849653847,6,0.057010116172118215,0.07565007103118222
155,0,1,2.199023255552,0.018639954859064008,1.326958724356717,7,0.07565007103118222,0.09189748399694271
156,0,1,2.199023255552,0.016247412965760488,1.214770624062778,8,0.09189748399694271,0.14231744578753225
157,1,1,2.199023255552,0.05041996179058954,1.5486544309773151,9,0.14231744578753225,0.2125924718222519
158,1,2,3.298534883328,0.07027502603471966,1.4937906638630534,10,0.2125924718222519,0.336392676206595
159,1,3,4.398046511104,0.12380020438434311,1.5823357869786292,11,0.336392676206595,0.5492289048195587
160,1,4,5.49755813888,0.21283622861296364,1.6327017312417664,12,0.5492289048195587,0.9625572533615024
161,1,5,6.597069766656,0.4133283485419438,1.752561172427254,13,0.9625572533615024,0.010550110013718032
162,0,0,1.099511627776,0.0005501100137180314,1.055011001371803,0,0.010550110013718032,0.017088265990993043
163,1,0,1.099511627776,0.006538155977275011,1.6197239620035828,1,0.017088265990993043,0.025685737129646544
164,1,1,2.199023255552,0.0085974711386535,1.503121331513981,2,0.025685737129646544,0.030044311617402987
165,0,2,3.298534883328,0.004358574487756443,1.1696885110112634,3,0.030044311617402987,0.03583748470612934
166,0,2,3.298534883328,0.005793173088726351,1.192820962666713,4,0.03583748470612934,0.05051074667552407
167,0,2,3.298534883328,0.014673261969394731,1.4094389461123409,5,0.05051074667552407,0.08030975831952364
168,1,2,3.298534883328,0.02979901164399957,1.5899538930878494,6,0.08030975831952364,0.12849847954218363
169,1,3,4.398046511104,0.04818872122265999,1.6000356896970653,7,0.12849847954218363,0.2092786056439194
170,1,4,5.49755813888,0.08078012610173577,1.6286465520023308,8,0.2092786056439194,0.3615329620711804
171,1,5,6.597069766656,0.152254356427261,1.7275199295159522,9,0.3615329620711804,0.6582121457061589
172,1,6,7.696581394432,0.2966791836349785,1.8206144798951052,10,0.6582121457061589,1.0
173,0,7,8.796093022208,0.34178785429384106,1.519267012198865,11,1.0,0.019073334368092578
174,0,0,1.099511627776,0.009073334368092578,1.9073334368092578,0,0.019073334368092578,0.023377912365961828
175,1,0,1.099511627776,0.0043045779978692494,1.225685656990856,1,0.023377912365961828,0.02836912959493925
176,0,1,2.199023255552,0.004991217228977423,1.2135014089728824,2,0.02836912959493925,0.04496446734022841
177,1,1,2.199023255552,0.01659533774528916,1.5849787421130321,3,0.04496446734022841,0.056848666474082356
178,0,2,3.298534883328,0.011884199133853947,1.2643020108284815,4,0.056848666474082356,0.07765601885637312
179,0,2,3.298534883328,0.020807352382290763,1.3660130249805764,5,0.07765601885637312,0.11519899198272499
180,1,2,3.298534883328,0.03754297312635187,1.4834521995750078,6,0.11519899198272499,0.17905302183945201
181,1,3,4.398046511104,0.06385402985672703,1.5542933037669502,7,0.17905302183945201,0.3069513876117518
182,1,4,5.49755813888,0.12789836577229977,1.7143044247920032,8,0.3069513876117518,0.475239104044151
183,0,5,6.597069766656,0.1682877164323992,1.5482552717606812,9,0.475239104044151,0.7335698455611951
184,0,5,6.597069766656,0.2583307415170441,1.5435805667478164,10,0.7335698455611951,1.0
185,1,5,6.597069766656,0.2664301544388049,1.3631967099669708,11,1.0,0.013347801624661376
186,1,0,1.099511627776,0.0033478016246613757,1.3347801624661375,0,0.013347801624661376,0.011676628499747602
187,0,1,2.199023255552,-0.0016711731249137735,0.8747978751927121,1,0.011676628499747602,0.019014869556498514
188,0,1,2.199023255552,0.007338241056750912,1.628455470421923,2,0.019014869556498514,0.022289886120126078
189,0,1,2.199023255552,0.0032750165636275634,1.1722345006836135,3,0.022289886120126078,0.029055559478583712
190,0,1,2.199023255552,0.006765673358457635,1.3035310867895706,4,0.029055559478583712,0.03846652481407242
191,1,1,2.199023255552,0.00941096533548871,1.3238955127477532,5,0.03846652481407242,0.05088140625147937
192,0,2,3.298534883328,0.012414881437406947,1.32274507503379,6,0.05088140625147937,0.06314827202567228
193,0,2,3.298534883328,0.012266865774192906,1.2410873967115688,7,0.06314827202567228,0.09242427406148541
194,1,2,3.298534883328,0.02927600203581314,1.4636073339253255,8,0.09242427406148541,0.12786501500122308
195,0,3,4.398046511104,0.03544074093973766,1.3834570657937832,9,0.12786501500122308,0.19490183428676822
196,1,3,4.398046511104,0.06703681928554514,1.52427803871844,10,0.19490183428676822,0.3166758293801022
197,1,4,5.49755813888,0.12177399509333398,1.6247965574000816,11,0.3166758293801022,0.5477098541091134
198,1,5,6.597069766656,0.23103402472901124,1.729560020988226,12,0.5477098541091134,0.9962595813505276
199,1,6,7.696581394432,0.4485497272414142,1.818955006699688,13,0.9962595813505276,0.009797414278514409
200,0,0,1.099511627776,-0.00020258572148559167,0.9797414278514408,0,0.009797414278514409,0.011057116432562053
201,0,0,1.099511627776,0.0012597021540476441,1.1285749605189355,1,0.011057116432562053,0.018860223343974455
202,0,0,1.099511627776,0.007803106911412403,1.7057090299269226,2,0.018860223343974455,0.029144055922105925
203,1,0,1.099511627776,0.01028383257813147,1.5452656837924983,3,0.029144055922105925,0.0341828426263967
204,1,1,2.199023255552,0.0050387867042907784,1.1728924319167542,4,0.0341828426263967,0.04708446524150463
205,1,2,3.298534883328,0.012901622615107924,1.3774297754027345,5,0.04708446524150463,0.06489652381974187
206,0,3,4.398046511104,0.01781205857823724,1.378300114207011,6,0.06489652381974187,0.10751266634902037
207,1,3,4.398046511104,0.042616142529278506,1.6566783553407285,7,0.10751266634902037,0.15835864609501443
208,0,4,5.49755813888,0.05084597974599406,1.4729301343986,8,0.15835864609501443,0.2300348745063007
209,0,4,5.49755813888,0.07167622841128626,1.4526196085831706,9,0.2300348745063007,0.37990602842784554
210,1,4,5.49755813888,0.14987115392154485,1.651514924609572,10,0.37990602842784554,0.6706795881670223
211,1,5,6.597069766656,0.2907735597391768,1.7653828525503448,11,0.6706795881670223,1.0
212,1,6,7.696581394432,0.32932041183297767,1.4910249508755968,12,1.0,0.01619058112130146
213,0,0,1.099511627776,0.006190581121301461,1.6190581121301462,0,0.01619058112130146,0.007690507027115665
214,0,0,1.099511627776,-0.008500074094185796,0.47499882613833394,1,0.007690507027115665,0.007683453057015958
215,1,0,1.099511627776,-7.0539700997070826e-06,0.9990827691757077,2,0.007683453057015958,0.011012700453353029
216,0,1,2.199023255552,0.0033292473963370713,1.4333009353518533,3,0.011012700453353029,0.022716172257902664
217,0,1,2.199023255552,0.011703471804549635,2.0627249741444014,4,0.022716172257902664,0.027785416421699467
218,1,1,2.199023255552,0.005069244163796803,1.2231557370777235,5,0.027785416421699467,0.04416282597223648
219,1,2,3.298534883328,0.016377409550537014,1.589424657236622,6,0.04416282597223648,0.06321600227339902
220,1,3,4.398046511104,0.019053176301162537,1.4314301877588305,7,0.06321600227339902,0.11415297635177289
221,1,4,5.49755813888,0.05093697407837387,1.805760760670687,8,0.11415297635177289,0.20462652225071784
222,1,5,6.597069766656,0.09047354589894495,1.7925640556242914,9,0.20462652225071784,0.37025928230274424
223,1,6,7.696581394432,0.1656327600520264,1.8094393543427645,10,0.37025928230274424,0.6175070618095703
224,0,7,8.796093022208,0.24724777950682603,1.6677692939097275,11,0.6175070618095703,1.0
225,1,7,8.796093022208,0.38249293819042973,1.6194146785456272,12,1.0,0.0011477124823172837
226,1,0,1.099511627776,-0.008852287517682716,0.11477124823172836,0,0.0011477124823172837,0.0
227,0,1,2.199023255552,-0.0011477124823172837,0.0,1,0.0,0.0012969465449984702
228,0,1,2.199023255552,0.0012969465449984702,10.0,2,0.0012969465449984702,0.003354577400166638
229,1,1,2.199023255552,0.002057630855168168,2.5865194005899412,3,0.003354577400166638,0.01261606373960442
230,1,2,3.298534883328,0.009261486339437781,3.760850394740547,4,0.01261606373960442,0.021507072344447695
231,1,3,4.398046511104,0.008891008604843275,1.7047371342087128,5,0.021507072344447695,0.03415605424203623
232,1,4,5.49755813888,0.012648981897588535,1.5881312758430377,6,0.03415605424203623,0.04429400729251135
233,0,5,6.597069766656,0.010137953050475122,1.296812769374228,7,0.04429400729251135,0.07026864391236531
234,1,5,6.597069766656,0.025974636619853962,1.586414239929143,8,0.07026864391236531,0.13062988212556123
235,1,6,7.696581394432,0.06036123821319592,1.8590067326256459,9,0.13062988212556123,0.24417534112893022
236,1,7,8.796093022208,0.11354545900336899,1.8692150460200927,10,0.24417534112893022,0.4821684776164707
237,1,8,9.895604649984,0.23799313648754047,1.9746812900401545,11,0.4821684776164707,0.8930216537240883
238,0,9,10.99511627776,0.41085317610761757,1.8520946415630697,12,0.8930216537240883,1.0
239,1,9,10.99511627776,0.10697834627591174,1.1197936755842253,13,1.0,0.012164214746500581
240,1,0,1.099511627776,0.002164214746500581,1.2164214746500581,0,0.012164214746500581,0.019587545560764474
241,0,1,2.199023255552,0.007423330814263893,1.6102597634918807,1,0.019587545560764474,0.02694550818149207
242,0,1,2.199023255552,0.007357962620727597,1.3756449524470398,2,0.02694550818149207,0.045130125989377434
243,1,1,2.199023255552,0.018184617807885363,1.6748663890620457,3,0.045130125989377434,0.0635507622357698
244,0,2,3.298534883328,0.01842063624639237,1.4081671797399402,4,0.0635507622357698,0.07324420707267851
245,0,2,3.298534883328,0.009693444836908705,1.15253074071632,5,0.07324420707267851,0.09320417267350226
246,0,2,3.298534883328,0.019959965600823748,1.2725125494364071,6,0.09320417267350226,0.12390530855452248
247,0,2,3.298534883328,0.03070113588102022,1.3293965817235185,7,0.12390530855452248,0.19411299506359952
248,1,2,3.298534883328,0.07020768650907705,1.5666237171604582,8,0.19411299506359952,0.29997341549055845
249,1,3,4.398046511104,0.10586042042695892,1.5453546291028821,9,0.29997341549055845,0.4897099981640257
250,1,4,5.49755813888,0.18973658267346727,1.6325113255892476,10,0.4897099981640257,0.7494210356215408
251,0,5,6.597069766656,0.2597110374575151,1.5303363999738602,11,0.7494210356215408,1.0
252,1,5,6.597069766656,0.25057896437845917,1.334363398500869,12,1.0,0.010863435291332007
253,0,0,1.099511627776,0.0008634352913320063,1.0863435291332006,0,0.010863435291332007,0.006779237999864276
254,0,0,1.099511627776,-0.0040841972914677305,0.6240418263708412,1,0.006779237999864276,0.010105030687430178
255,0,0,1.099511627776,0.003325792687565902,1.490585031478831,2,0.010105030687430178,0.02382533455352075
256,1,0,1.099511627776,0.013720303866090572,2.3577696387560203,3,0.02382533455352075,0.027253382126671877
257,0,1,2.199023255552,0.0034280475731511273,1.143882452750052,4,0.027253382126671877,0.02892372176998879
258,0,1,2.199023255552,0.0016703396433169135,1.06128926074398,5,0.02892372176998879,0.03222870987220538
259,0,1,2.199023255552,0.0033049881022165876,1.1142656580815902,6,0.03222870987220538,0.031855414814224
260,0,1,2.199023255552,-0.0003732950579813793,0.9884173130273727,7,0.031855414814224,0.03761617073032755
261,0,1,2.199023255552,0.0057607559161035535,1.180840712629216,8,0.03761617073032755,0.045039807070591256
262,0,1,2.199023255552,0.0074236363402637034,1.1973522609061984,9,0.045039807070591256,0.06420789211661543
263,1,1,2.199023255552,0.019168085046024172,1.4255809758683442,10,0.06420789211661543,0.10062662446755088
264,1,2,3.298534883328,0.03641873235093546,1.5672002482933276,11,0.10062662446755088,0.155979169120854
265,1,3,4.398046511104,0.05535254465330311,1.550078519936368,12,0.155979169120854,0.22357433084860978
266,0,4,5.49755813888,0.06759516172775579,1.433360185906507,13,0.22357433084860978,0.31824451997324626
267,0,4,5.49755813888,0.09467018912463648,1.4234394385317028,14,0.31824451997324626,0.5254408317247875
268,1,4,5.49755813888,0.20719631175154124,1.6510601086515473,15,0.5254408317247875,0.9037811583999731
269,1,5,6.597069766656,0.3783403266751856,1.7200436354237323,16,0.9037811583999731,1.0
270,0,6,7.696581394432,0.09621884160002692,1.1064625442849128,17,1.0,0.006369356259913242
271,0,0,1.099511627776,-0.0036306437400867586,0.6369356259913241,0,0.006369356259913242,0.006563539641074209
272,0,0,1.099511627776,0.00019418338116096705,1.0304871282492232,1,0.006563539641074209,0.0026450280703662317
273,0,0,1.099511627776,-0.003918511570707977,0.40298805446588853,2,0.0026450280703662317,0.0
274,0,0,1.099511627776,-0.0026450280703662317,0.0,3,0.0,0.0
275,0,0,1.099511627776,0.0,0.0,4,0.0,0.0
276,0,0,1.099511627776,0.0,0.0,5,0.0,0.0
277,0,0,1.099511627776,0.0,0.0,6,0.0,0.008435708175362823
